"Benchmarking ID","Building Address","Building City","Building State","Building Zip","Building Name","Primary Type","Gross Floor Area","Submission Status #7","X Coordinate","Y Coordinate","Owner Company","Compliance Required","Submission Year","Energy Star Score","Weather Normalized Site EUI (kBtu/ft^2)","Direct GHG Emissions (Metric Tons CO2e)","Indirect GHG Emissions (Metric Tons CO2e)","Weather Normalized Source EUI (kBtu/ft^2)","Indoor Water Use (All Water Sources) (kgal)","Outdoor Water Use (All Water Sources) (kgal)","Water Use (All Water Sources) (kgal)"
"31-CM-06330","1104 E Meyer Blvd","Kansas City","Missouri","64,131","The Landing Mall",,"175,000","noSubmittal","39.0125852","-94.5741906","Landing Ventures Assoc LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"31-CM-09220","9240 Troost Ave","Kansas City","Missouri","64,131","Hendrick Automotive Collision Center","Manufacturing/Industrial Plant","97,890","noSubmittal","38.959891","-94.5783919","HAG RE CDT LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"31-CM-10440","1235 E 104th St","Kansas City","Missouri","64,131",,,"180,009","noSubmittal","38.9387415","-94.5766515","Skc1300 LP","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"29-IN-03540","3517 Enterprise Dr","Kansas City","Missouri","64,129",,,"52,000","noSubmittal","39.0602614","-94.4948654","Sealy Stadium Industrial Park I LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"29-IN-03570","3518 Enterprise Dr","Kansas City","Missouri","64,129",,,"51,200","noSubmittal","39.0592802","-94.4950264","Sealy Stadium Industrial Park I LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"29-IN-03620","3601 Enterprise Dr","Kansas City","Missouri","64,129",,,"70,080","noSubmittal","39.057102","-94.4946239","Sealy Stadium Industrial Park I LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"29-IN-06810","6817 Stadium Dr","Kansas City","Missouri","64,129","Leeds Industrial Park",,"1,070,000","noSubmittal","39.0552365","-94.5050892","Leeds Industrial Park Inc","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"29-IN-07460","7460 Stadium Dr","Kansas City","Missouri","64,129",,,"52,500","noSubmittal","39.0574545","-94.4957923","Sealy Stadium Industrial Park I LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"26-IS-06610","6618 E Truman Rd","Kansas City","Missouri","64,126","The Salvation Army",,"24,315","noSubmittal","39.0940392","-94.5046464","Salvation Army","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"27-CM-01120","1123 Cleveland Ave","Kansas City","Missouri","64,127",,"Data Center","59,773","Exempt","39.0985905","-94.537061","AT&T Corp","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"27-CM-01810","3232 E 18th St","Kansas City","Missouri","64,127",,,"77,090","noSubmittal","39.0910009","-94.5443117","Robert Wiley Material Supply Company LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"27-CM-02410","2431 Prospect Ave","Kansas City","Missouri","64,127",,,"50,796","noSubmittal","39.0818996","-94.5517648","Warren Diamond IIi","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"27-IN-01210","1226 Chestnut Ave","Kansas City","Missouri","64,127",,"Office","113,722","noSubmittal","39.0977769","-94.5496295","CP Gdp Chestnut LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"27-IN-01410","1400 Chestnut Ave","Kansas City","Missouri","64,127",,,"68,376","noSubmittal","39.0955815","-94.54971","ECG Investments LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"55-CM-09210","9223 N Oak Tfry","Kansas City","Missouri","64,155",,,"16,383","noSubmittal","39.2621428","-94.5739891","Oakhill Development Inc","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"27-IN-01610","1511 Brooklyn","Kansas City","Missouri","64,127","Belfonte","Manufacturing/Industrial Plant","125,203","Exempt","39.0933224","-94.5555924","Quatro Properties LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"27-IN-01830","3255 E 18th St","Kansas City","Missouri","64,127",,,"84,807","noSubmittal","39.0903324","-94.5447951","Kingston Place LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"27-IN-02610","2601 E Truman Rd","Kansas City","Missouri","64,127","Shapiro & Shapiro INV CO",,"77,681","noSubmittal","39.0942322","-94.5509993","Shapiro & Shapiro Investment Company LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"27-IN-03410","3401 E Truman Rd","Kansas City","Missouri","64,127","Long Time Coming","Office","53,443","noSubmittal","39.0939463","-94.541653","Kenton Brothers Inc.","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"55-IS-00610","601 NE Barry Rd","Kansas City","Missouri","64,155","Gashland Baptist Church",,"35,000","noSubmittal","39.245916","-94.5731628","Gashland Baptist Church","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"55-IS-09610","919 NE 96th St","Kansas City","Missouri","64,155","Holy Family Parish","Worship Facility","73,451","noSubmittal","39.2668702","-94.5675203","Catholic Diocese Of Kansas City-St Joseph","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"27-IS-01720","5000 E 17th St","Kansas City","Missouri","64,127",,"ERROR: #N/A","155,547","noSubmittal","39.091061","-94.5239318","Kansas City Girls Prepatory Academy Foundation","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"27-IS-01815","2700 E 18th St","Kansas City","Missouri","64,127","Pioneer College",,"113,880","noSubmittal","39.0916463","-94.550677","KIPP KANSAS CITY","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"27-IS-01910","1912 E 19th St","Kansas City","Missouri","64,127",,,"83,153","noSubmittal","39.0905126","-94.5593451","Hill Investments LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"27-IS-05710","5700 Winner Rd","Kansas City","Missouri","64,127","Educational/Office","Worship Facility","59,385","noSubmittal","39.1020499","-94.5148318","Sheffield Assembly Of God","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"27-MF-02510","2525 Euclid Ave","Kansas City","Missouri","64,127","Martin Luther King Village Apartments","Senior Living Community","59,459","noSubmittal","39.0803659","-94.5588159","Martin Luther King Village LP
% John Monroe","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"45-CM-13630","13601 Washington St","Kansas City","Missouri","64,145",,,"60,000","noSubmittal","38.880654","-94.601592","STATE LINE POINT LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"45-CM-13710","13705 Holmes Rd","Kansas City","Missouri","64,145",,,"124,061","noSubmittal","38.8784752","-94.5858203","Mnsp LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"45-IN-13850","13850 Wyandotte St","Kansas City","Missouri","64,145",,,"238,107","noSubmittal","38.8756128","-94.5996034","Eastbend LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"45-IS-11930","11901 Wornall Rd","Kansas City","Missouri","64,145","Goppert-Borserine","College/University","71,858","noSubmittal","38.9117322","-94.591384","Avila University","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"45-IS-12020","12110 Holmes Rd","Kansas City","Missouri","64,145","Timberlake",,"159,684","noSubmittal","38.9081952","-94.5860622","N&R of South Kansas City","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"45-IS-12920","12942 Wornall Rd","Kansas City","Missouri","64,145","Corner Brook Place - unnamed","ERROR: #N/A","62,974","noSubmittal","38.8912352","-94.5969484","BROOK CHATEAU LAND LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"47-IN-05720","5720 Mo-150 Hwy","Kansas City","Missouri","64,147",,"ERROR: #N/A","88,065","Exempt","38.85928","-94.5305363","Frontier Bag Inc","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"58-CM-08210","8200 N Church Rd","Kansas City","Missouri","64,158",,,"36,306","noSubmittal","39.2403921","-94.4615913","CS Of Liberty Inc","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"58-CM-08230","8230 N Church Rd","Kansas City","Missouri","64,158",,,"36,306","noSubmittal","39.2408689","-94.4618326","HE Of Liberty","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"30-XX-02610","2600 Swope Pkwy","Kansas City","Missouri","64,130",,,"71,100","noSubmittal","39.036497","-94.5438616","Paraclete Manor Apartments LLC","Not Applicable","2,023","0","0","0","0","0.00","0","0","0"
"31-CM-10520","550 E 105th St","Kansas City","Missouri","64,131","0561-Kansas City - South",,"64,141","noSubmittal","38.9390272","-94.5856187","Esa 561 Inc","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"31-CM-11110","529 NE 111th St","Kansas City","Missouri","64,131","Red Bridge Shopping Center",,"54,321","noSubmittal","39.2944569","-94.573017","Red Bridge Real Estate LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"31-IS-06640","6601 Rockhill Rd","Kansas City","Missouri","64,131",,,"390,193","noSubmittal","39.0070718","-94.5774354","Atlanta Healthcare Management LP","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"31-IS-06810","904 E 68th St","Kansas City","Missouri","64,131","Highland Rehabilitation & Health Care Center",,"62,994","noSubmittal","39.0046874","-94.5770726","South Park Partners LP","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"31-IS-07850","7850 Holmes Rd","Kansas City","Missouri","64,131","South-Broadland Presbyterian Church","Worship Facility","86,254","noSubmittal","38.9853966","-94.581668","South Broadland Presbyterian","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"31-IS-08710","8701 Holmes Rd","Kansas City","Missouri","64,131","Central Office Administration Office","K-12 School","66,084","noSubmittal","38.9682687","-94.5808486","Center School District","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"31-IS-08720","8701 Troost Ave","Kansas City","Missouri","64,131","Former Kindred Hospital",,"116,000","Exempt","38.9682368","-94.5742914","Veterans Community Project Inc","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"31-IS-11710","636 E 117th St","Kansas City","Missouri","64,131","Red Bridge United Methodist",,"76,944","noSubmittal","38.9156885","-94.5849737","Red Bridge United Methodist Church","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"31-MF-06310","6311 Woodland Ave","Kansas City","Missouri","64,131","Victoria Arms","Multifamily Housing","88,938","noSubmittal","39.0114383","-94.5634903","Va Second Lp","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"31-MF-07810","7801 Holmes Rd","Kansas City","Missouri","64,131",,"Multifamily Housing","121,270","noSubmittal","38.9854491","-94.5792896","South Plaza Campus LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"31-MF-08010","8009 Campbell St","Kansas City","Missouri","64,131",,,"52,624","noSubmittal","38.9821192","-94.5771941","Waldo Heights Apts LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"31-MF-08020","8024 Troost Ave","Kansas City","Missouri","64,131",,,"52,624","noSubmittal","38.9819776","-94.5765486","Waldo Heights Apts LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"31-MF-08030","8001 Campbell St","Kansas City","Missouri","64,131",,,"52,624","noSubmittal","38.9823698","-94.5779594","Waldo Heights Apts LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"31-MF-08040","8015 Campbell St","Kansas City","Missouri","64,131",,,"55,808","noSubmittal","38.9819271","-94.5778385","Waldo Heights Apts LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"31-MF-08110","8101 Troost Ave","Kansas City","Missouri","64,131",,,"51,683","noSubmittal","38.9814265","-94.578161","Waldo Heights Apts LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"61-IN-03930","3901 N Kimball Dr","Kansas City","Missouri","64,161",,,"35,000","noSubmittal","39.1635487","-94.4390313","W Evans Copmany","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"31-MF-08120","8136 Troost Ave","Kansas City","Missouri","64,131",,,"69,125","noSubmittal","38.9801323","-94.5774555","Active Investments LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"31-OU-06310","1409 E Meyer Blvd","Kansas City","Missouri","64,131","The Franciscan Sisters of Christ the King","Worship Facility","85,130","Exempt","39.011393","-94.5700333","Franciscan Sisters Of Oregon","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"32-IN-07510","3801 E 75th Ter","Kansas City","Missouri","64,132",,,"128,539","noSubmittal","38.989035","-94.5415724","Unicoo LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"32-IN-07530","4515 E 75th Ter","Kansas City","Missouri","64,132","South Building","Manufacturing/Industrial Plant","84,236","noSubmittal","38.9878869","-94.5355305","J & I Real Estate Enterprises L C","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"32-IN-07540","4621 E 75th Ter","Kansas City","Missouri","64,132","Livers Bronze Co.","Manufacturing/Industrial Plant","121,128","noSubmittal","38.9877077","-94.5335226","Livers LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"32-IN-07550","7501 Prospect Ave","Kansas City","Missouri","64,132","Alphapointe.org","Manufacturing/Industrial Plant","110,000","noSubmittal","38.9897127","-94.5555118","Alphapointe Assoc For The Blind","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"32-IN-08810","8811 Prospect Ave","Kansas City","Missouri","64,132","Labconco","Manufacturing/Industrial Plant","62,564","Exempt","38.9664164","-94.5563177","Labconco Corporation","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"32-IS-02310","2340 E Meyer Blvd","Kansas City","Missouri","64,132","Research Medical Office Building 1","Medical Office","54,796","noSubmittal","39.0085859","-94.5584533","Research Office Facilities","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"32-IS-07220","2015 E 72nd St","Kansas City","Missouri","64,132",,,"59,609","noSubmittal","38.9951555","-94.5629665","Frontier Schools Inc, Dennis Davis","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"32-IS-08410","8401 Euclid Ave","Kansas City","Missouri","64,132","Center Elementary","K-12 School","70,891","noSubmittal","38.9741846","-94.5636515","Center School District","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"33-CM-03830","3830 Blue Ridge Cutoff","Kansas City","Missouri","64,133","DRURY INN & SUITES KANSAS CITY STADIUM","Hotel","61,503","noSubmittal","39.0531943","-94.4747053","Stadium Hotel LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"33-CM-03910","9103 E 39th St","Kansas City","Missouri","64,133",,,"282,712","noSubmittal","39.0515154","-94.470803","WRDH KC LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"33-CM-04020","4011 Blue Ridge Cutoff","Kansas City","Missouri","64,133",,,"121,221","noSubmittal","39.049189","-94.4742628","Dj3 LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"33-CM-04210","4240 Blue Ridge Blvd","Kansas City","Missouri","64,133","The Blue Ridge Tower","office","103,483","noSubmittal","39.0442267","-94.4392323","Blue Ridge Tower LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"33-CM-04810","4800 Noland Rd","Kansas City","Missouri","64,133",,,"111,000","noSubmittal","39.0341013","-94.4158308","Blue Herron Investments, LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"33-CM-06420","7201 E 64th Ct","Kansas City","Missouri","64,133","Winchester Data Center",,"486,827","noSubmittal","39.0106932","-94.5014958","DST Realty Inc","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"33-CM-06620","8551 Blue Pkwy","Kansas City","Missouri","64,133",,,"68,312","noSubmittal","39.0048939","-94.4865721","ADITRI HOTELS LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"33-IS-04710","4700 Pittman Rd","Kansas City","Missouri","64,133",,,"72,207","noSubmittal","39.0369539","-94.4626773","Church Of God","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"33-IS-05110","5121 Raytown Rd","Kansas City","Missouri","64,133","Two Rivers Phychiatric Hospital","ERROR: #N/A","230,617","noSubmittal","39.0299717","-94.4677858","Mid America Health","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"33-IS-05120","5151 Raytown Rd","Kansas City","Missouri","64,133","River of Refuge 2","Multifamily Housing","230,617","Exempt","39.0285692","-94.4672629","River Of Refuge","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"33-IS-05510","13099 E 55th St","Kansas City","Missouri","64,133",,,"57,928","noSubmittal","39.0210502","-94.4271879","Consolidated School District No 2","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"34-CM-05820","5800 E Bannister Rd","Kansas City","Missouri","64,134",,,"103,165","noSubmittal","38.9540251","-94.5212741","Pennway Associates LC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"34-CM-08210","8202 E Bannister Rd","Kansas City","Missouri","64,134",,,"79,010","noSubmittal","38.952613","-94.4924039","Commodity Express LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"34-CM-09510","9550 Blue Ridge Blvd","Kansas City","Missouri","64,134",,,"50,868","noSubmittal","38.9511331","-94.509759","Henhouse Markets Inc","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"34-CM-11110","11126 Blue Ridge Blvd","Kansas City","Missouri","64,134","Ruskin Heights Shopping Center",,"63,870","noSubmittal","38.9207489","-94.5108691","Ruskin Heights Associates LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"53-CM-08810","8811 N Congress Ave","Kansas City","Missouri","64,153","Vintage at Zona Rosa",,"293,945","noSubmittal","39.25641","-94.6666111","Crescent Management","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"34-CM-11120","11300 Blue Ridge Blvd","Kansas City","Missouri","64,134",,,"64,890","noSubmittal","38.9190702","-94.5116109","Ruskin Heights Associates LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"34-CM-13810","13848 Wyandotte St","Kansas City","Missouri","64,134",,,"58,500","noSubmittal","38.8765003","-94.5998114","Eastbend LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"58-IS-09610","9600 NE 79th St","Kansas City","Missouri","64,158","Early Childhood Center","Pre-school/Daycare","32,809","noSubmittal","39.2362795","-94.4632002","Liberty School District","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"34-IS-10310","10306 Blue Ridge Blvd","Kansas City","Missouri","64,134","Blue Ridge Baptist Temple",,"58,315","noSubmittal","38.9372431","-94.5090343","BLUE HILLS CHURCH OF THE NAZARENE","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"53-CM-08680","8625 NW Prairie View Rd","Kansas City","Missouri","64,153","Dick's Sporting Goods- Zona Rosa",,"72,609","noSubmittal","39.2509323","-94.6614061","Zona Rosa","Not Applicable","2,023","0","0","0","0","0.00","0","0","0"
"34-IS-11010","11050 W Longview Pkwy","Kansas City","Missouri","64,134",,,"57,972","noSubmittal","38.922943","-94.4863638","Concord Missionary Baptist Church","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"34-IS-11420","11402 Hickman Mills Dr","Kansas City","Missouri","64,134","MEMORIAL MISSIONARY BAPTIST CHURCH",,"120,785","noSubmittal","38.9178666","-94.5247238","Memorial Missionary Baptist Church","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"34-IS-11520","6801 Longview Rd","Kansas City","Missouri","64,134",,,"117,657","noSubmittal","38.914316","-94.51237","Longview Shopping Center LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"34-MF-11620","11600 Holiday Dr","Kansas City","Missouri","64,134",,,"79,731","noSubmittal","38.9124268","-94.5139057","KCMO Opportunities Indust","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"37-CM-03510","3535 E Red Bridge Rd","Kansas City","Missouri","64,137","International House of Prayer",,"56,014","noSubmittal","38.923629","-94.5494683","International House Of Prayer -- Forerunner Christian Fellowship","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"08-CM-03015","2975 Main St","Kansas City","Missouri","64,108","Kansas City Downtown/Union Hill",,"101,277","noSubmittal","39.0731322","-94.584893","Muh LLC","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"58-MF-07910","7987 NE Flintlock","Kansas City","Missouri","64,158","Wild Oak Apartments","Multifamily Housing","329,041","noSubmittal","39.2381649","-94.4683974","WILDOAK ACQUISTION LLC","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"18-MF-06010","6024 N Jefferson","Kansas City","Missouri","64,118","Regency North",,"233,960","noSubmittal","39.20519","-94.5888843","Regency North Acquisition LLC","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"17-MF-04615","4623 NE Winn Rd","Kansas City","Missouri","64,117","Forest Park",,"220,699","noSubmittal","39.1791","-94.5303752","Mimg Cxv Forest Park Sub LLC","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"18-MF-01210","1282 NW Vivion Rd","Kansas City","Missouri","64,118","Province of Briarcliff",,"126,251","noSubmittal","39.182266","-94.5987226","Briarcliff Buena Vista LLC","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"37-CM-05010","5000 E Bannister Rd","Kansas City","Missouri","64,137",,,"134,421","noSubmittal","38.9542051","-94.5313418","Pennway Associates LC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"37-CM-05620","5615 East Bannister Rd","Kansas City","Missouri","64,137","CubeSmart - 5615 East Bannister Road, Kansas City, MO 64137 (#6666)",,"116,462","noSubmittal","38.9515748","-94.5236096","5615 E Bannister Road LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"37-CM-05710","5701 Longview Rd","Kansas City","Missouri","64,137",,,"119,245","noSubmittal","38.9152969","-94.5249788","LDN LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"37-CM-10210","10234 Marion Park Dr","Kansas City","Missouri","64,137","Realization Campus","Office","791,140","noSubmittal","38.9419786","-94.5318251","Cerner Properties Inc","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"37-CM-10240","10236 Marion Park Dr","Kansas City","Missouri","64,137","Purple Building-10236 Marion Park Dr","Office","753,042","noSubmittal","38.9433558","-94.5298919","Cerner Properties Inc","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"37-IN-04810","4800 Martha Truman Rd","Kansas City","Missouri","64,137","Daniels Moving & Storage",,"163,600","noSubmittal","38.9102391","-94.5342257","Ozbun Daniel G Trustee","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"38-CM-08820","8779 Hillcrest Rd","Kansas City","Missouri","64,138","Innovations 1024","Office","860,363","noSubmittal","38.9690766","-94.5202674","Cerner Properties Inc","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"19-MF-08115","8151 N Denver Ave","Kansas City","Missouri","64,119",,"Multifamily Housing","92,428","noSubmittal","39.2408467","-94.5161202","Brighton Creek Commons, LLC","Not Applicable","2,023","0","0","0","0","0.00","0","0","0"
"19-MF-08120","8051 N Denver Ave","Kansas City","Missouri","64,119",,"Multifamily Housing","92,428","noSubmittal","39.2389507","-94.5159188","Brighton Creek Commons, LLC","Not Applicable","2,023","0","0","0","0","0.00","0","0","0"
"05-MF-00610","609 Central St","Kansas City","Missouri","64,105","Atriums East",,"46,174","noSubmittal","39.1061464","-94.58578",,"Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"05-MF-00615","612 Central St","Kansas City","Missouri","64,105","Atriums West",,"39,440","noSubmittal","39.1059197","-94.5863847",,"Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"08-MF-01815","1819 Baltimore Ave","Kansas City","Missouri","64,108","1819 Balitmore Lofts",,"34,923","noSubmittal","39.0909966","-94.5844294",,"Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"38-IS-08010","8450 E 80th Ter","Kansas City","Missouri","64,138",,,"67,291","noSubmittal","38.9788449","-94.4898145","St Pauls Church Of The Nazarene Kansas City MO","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"45-CM-00710","777 W Burning Tree Dr","Kansas City","Missouri","64,145",,,"147,500","noSubmittal","38.8992616","-94.6020293","Blue Hills Country Club","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"53-CM-00810","860 Mexico City Ave","Kansas City","Missouri","64,153","K.C.I. Air Cargo Facility",,"72,015","noSubmittal","39.3171087","-94.7149373","Kansas City Air Cargo Services Inc","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"51-MF-07915","7909 Granby","Kansas City","Missouri","64,151","Bicycle Club","Multifamily Housing","282,336","submitted","39.2382311","-94.625303","BICYCLE CLUB LLC","Voluntarily","2,023","88","31","0","1,145.5","86.80","Not Available","Not Available","8,352.6"
"31-MF-08715","8701 Chestnut Cir","Kansas City","Missouri","64,131","Ridge at Chestnut","Multifamily Housing","547,832","noSubmittal","38.9700382","-94.583865","Ridge at Chestnut LLC","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"54-MF-03810","3800 NW Barry Rd","Kansas City","Missouri","64,154","Northland Heights (nr199)","Multifamily Housing",,"submitted","39.2504329","-94.6250206","Lincoln Property CO- CP Westport Holdings LLC","Voluntarily","2,023","38","48.4","0","2,396.7","135.50","Not Available","Not Available","17,629.5"
"98-IS-03110","1 Memorial Dr","Kansas City","Missouri","64,198","10-1-Kansas City Head Office","Financial Office","668,444","submitted","39.0753294","-94.5858203","FEDERAL RESERVE BANK OF K C","Voluntarily","2,023","59","69.8","41.4","5,988.6","193.60","Not Available","Not Available","16,487.4"
"53-CM-07330","7306 NW Tiffany Springs Pkwy","Kansas City","Missouri","64,153","NorthPointe Circle",,"89,934","noSubmittal","39.2735625","-94.6634014","Corporate Circle Apartments LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"53-CM-10715","10711 Airworld Dr","Kansas City","Missouri","64,153","Toyota KC Offsite PDC",,"46,000","noSubmittal","39.2894831","-94.6737209","Colfin Cobalt I-Ii Owner LLC","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"53-CM-07340","7310 NW Tiffany Springs Pkwy","Kansas City","Missouri","64,153","Tiffany 7310 LLC",,"55,898","Exempt","39.2737019","-94.6639666","Corporate Circle Apartments LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"53-CM-07540","7505 NW Tiffany Springs Pkwy","Kansas City","Missouri","64,153","Tiffany 7505 LLC",,"54,784","Exempt","39.2723339","-94.6651566","Corporate Circle Apartments LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"08-CM-02015","2029 Grand Blvd","Kansas City","Missouri","64,108","Western Auto Lofts 2","Multifamily Housing","21,800","noSubmittal","39.0879041","-94.5812257","MCZ/Centrum-Western LLC","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"53-CM-11010","7920 NW 110th St","Kansas City","Missouri","64,153","KC1 7920","Office","131,652","Exempt","39.2925601","-94.6771702","Institute of Science And Technolody LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"53-CM-11020","11020 N Ambassador Dr","Kansas City","Missouri","64,153","International Academy of Science","ERROR: #N/A","77,633","Exempt","39.2908345","-94.6808452","INTERNATIONAL ACADEMY OF SCIENCE","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"53-CM-11130","11155 N Airworld Dr","Kansas City","Missouri","64,153","MO8-113 KC Technical Center","Data Center","250,946","Exempt","39.2956032","-94.6739397","Bank Of America","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"53-CM-11140","11125 N Ambassador Dr","Kansas City","Missouri","64,153",,,"50,990","noSubmittal","39.2957455","-94.6804817","KC Residence LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
