bbl,Submission Date,Heating System Type,Cooling System Type,Has Building Automation,Heating Automation,Cooling Automation,building_sqft
1008010051,,Boiler (Steam),DX Cooling,no,no,no,97005.0
1008010055,2022,Boiler (Fuel Oil),DX Cooling,yes,yes,yes,75888.0
1008010061,,Heat Pump,DX Cooling,no,no,no,95069.0
1008020008,2022,Boiler (Fuel Oil),Plant,yes,yes,yes,179131.0
1008020022,,Heat Pump,DX Cooling,no,no,no,92970.0
1008020056,2022,Boiler (Fuel Oil),DX Cooling,yes,yes,yes,117291.0
1008020075,2023,Boiler (Fuel Oil),Plant,yes,no,no,108000.0
1008030004,12/16/13,Boiler (Gas),DX Cooling,yes,yes,yes,197612.0
1008030007,12/29/13,Boiler (Gas),DX Cooling,yes,yes,no,115925.0
1008030018,11/11/13,Boiler (Gas),DX Cooling,yes,yes,yes,84745.0
1008030021,2023,Boiler (Elec),Plant,yes,no,no,118785.0
1008030067,2023,Boiler (Fuel Oil),Plant,yes,yes,yes,123557.0
1008040001,2024,Boiler (Gas),DX Cooling,yes,yes,yes,410334.0
1008040011,2024,Boiler (Fuel Oil),DX Cooling,no,no,no,57906.0
1008040044,2024,Boiler (Gas),DX Cooling,yes,yes,yes,130060.0
1008050003,2017,Boiler (Fuel Oil),Plant,yes,yes,yes,190325.0
1008050019,2015,Boiler (Fuel Oil),DX Cooling,no,no,no,70862.0
1008050022,2013-12-31,Boiler (Gas),No Cooling,yes,yes,no,85869.0
1008050039,12/20/18,Boiler (Gas),DX Cooling,yes,yes,no,79465.0
1008050094,12/15/17,Boiler (Gas),DX Cooling,yes,no,no,216841.0
1008060001,12/19/17,Boiler (Gas),DX Cooling,yes,yes,yes,83642.0
1008060006,11/13/17,Boiler (Gas),DX Cooling,yes,yes,yes,85517.0
1008060009,2016,Boiler (Gas),Plant,no,no,no,98598.0
1008060026,12/29/17,Boiler (Gas),No Cooling,yes,no,no,151525.0
1008060058,2016,Boiler (Gas),Plant,yes,no,no,384655.0
1008070001,2017,District Steam,Plant,yes,yes,yes,1132632.0
1008070028,2017,Boiler (Gas),DX Cooling,yes,no,no,221227.0
1008070039,2017,Boiler (Elec),DX Cooling,yes,no,no,214349.0
1008080040,2019,District Steam,Plant,yes,yes,yes,1123365.0
1008090053,12/23/19 8:58,Boiler (Gas),DX Cooling,yes,no,no,806417.0
1008110001,,Heat Pump,DX Cooling,yes,no,no,408511.0
1008110010,,Boiler (Steam),DX Cooling,no,no,no,99184.0
1008110016,2/28/23 9:20,Boiler (Steam),DX Cooling,no,no,no,91777.0
1008110021,2021,Boiler (Gas),DX Cooling,yes,yes,yes,313294.0
1008110031,2021,District Steam,Plant,yes,yes,yes,386786.0
1008110051,2021,Boiler (Gas),DX Cooling,yes,yes,yes,187350.0
1008110056,2024,Boiler (Fuel Oil),Plant,yes,yes,no,101203.0
1008110062,2022,Boiler (Elec),DX Cooling,no,no,no,51853.0
1008117501,2021-12-30 00:01:03 UTC,Boiler (Gas),DX Cooling,yes,no,no,193534.0
1008120006,2023,Boiler (Gas),DX Cooling,yes,yes,no,182000.0
1008120016,2022,Boiler (Gas),DX Cooling,yes,no,no,165000.0
1008120019,2022,Boiler (Gas),DX Cooling,yes,no,no,107209.0
1008120022,,Boiler (Gas),DX Cooling,yes,no,no,397978.0
1008120029,,District Steam,DX Cooling,no,no,no,76804.0
1008120049,2/23/23 15:41,Furnace (Gas),DX Cooling,yes,no,no,234846.0
1008120063,12/31/23 11:05,Furnace (Gas),DX Cooling,yes,no,no,120000.0
1008120069,2024,Boiler (Elec),Plant,yes,yes,no,93846.0
1008130001,12/29/23 14:00,Boiler (Steam),DX Cooling,yes,no,no,433330.0
1008130023,11/26/13,Boiler (Gas),Plant,yes,no,yes,479620.0
1008130031,12/19/13,Boiler (Gas),DX Cooling,yes,no,yes,241001.0
1008130050,,District Steam,DX Cooling,yes,yes,yes,204034.0
1008130055,2023,Boiler (Gas),DX Cooling,yes,yes,no,499340.0
1008140001,12/17/24 13:02,Boiler (Steam),DX Cooling,yes,no,no,411074.0
1008140015,12/27/24 6:15,Furnace (Gas),DX Cooling,yes,no,no,911896.0
1008140019,12/16/24 7:18,Boiler (Steam),DX Cooling,yes,no,no,768321.0
1008140046,2024,District Steam,Plant,yes,no,no,118949.0
1008140052,12/19/15,Boiler (Gas),DX Cooling,yes,yes,yes,367212.0
1008150001,2015,District Steam,Plant,yes,yes,no,1088074.0
1008150014,2017,Boiler (Fuel Oil),DX Cooling,yes,yes,yes,361767.0
1008150021,12/23/16,Boiler (Gas),Plant,yes,yes,yes,173108.0
1008150026,,Boiler (Gas),DX Cooling,yes,no,no,404413.0
1008150039,,Electric Resistance,DX Cooling,yes,no,no,129808.0
1008150046,2015,District Steam,Plant,yes,yes,yes,364000.0
1008160037,2016,Boiler (Gas),Plant,yes,yes,yes,139895.0
1008177502,2013-12-31,Boiler (Gas),DX Cooling,yes,yes,no,250671.0
1008180041,12/23/19 11:59,Boiler (Gas),DX Cooling,yes,no,no,148940.0
1008180051,12/27/18,Boiler (Gas),DX Cooling,yes,yes,yes,351552.0
1008180066,11/10/18,Boiler (Gas),DX Cooling,yes,yes,no,106770.0
1008190010,2019,Boiler (Gas),DX Cooling,yes,no,no,204970.0
1008190037,2019,Boiler (Gas),DX Cooling,yes,yes,yes,70800.0
1008190039,2019,Boiler (Gas),Plant,yes,yes,yes,244069.0
1008190044,12/31/13,Boiler (Gas),DX Cooling,yes,no,no,100621.0
1008190056,2020,Boiler (Gas),Plant,yes,yes,yes,180000.0
1008200026,2024,Boiler (Elec),DX Cooling,yes,no,no,191400.0
1008200038,2023,Boiler (Fuel Oil),Plant,yes,yes,yes,120000.0
1008210014,2022,Boiler (Fuel Oil),Plant,yes,yes,yes,107152.0
1008210032,2023,Boiler (Gas),DX Cooling,yes,yes,no,284180.0
1008210038,,Boiler (Gas),DX Cooling,no,no,no,91000.0
1008210041,2024,Boiler (Elec),DX Cooling,yes,yes,no,187536.0
1008210055,2022,Boiler (Gas),Plant,yes,yes,yes,93722.0
1008217501,,Boiler (Gas),DX Cooling,no,no,no,95316.0
1008220009,,Furnace (Gas),DX Cooling,yes,no,no,105942.0
1008220015,2022,Boiler (Fuel Oil),Plant,yes,yes,yes,100800.0
1008220031,2023,Boiler (Elec),Plant,yes,yes,yes,159009.0
1008220049,2022,Boiler (Fuel Oil),Plant,no,no,no,58900.0
1008220052,2022,Boiler (Gas),DX Cooling,yes,no,no,45873.0
1008220054,,Boiler (Gas),DX Cooling,yes,yes,yes,101368.0
1008220058,2022,Boiler (Gas),DX Cooling,yes,no,no,60798.0
1008220062,2022,Boiler (Elec),DX Cooling,yes,no,no,68808.0
1008220070,2022,Boiler (Gas),DX Cooling,yes,yes,yes,142532.0
1008227507,2023-12-21 13:55:51,Boiler (Gas),DX Cooling,yes,no,no,214027.0
1008230024,2024,Boiler (Elec),Plant,yes,no,no,118948.0
1008230029,2023,Boiler (Gas),Plant,yes,no,no,137007.0
1008230055,12/19/13,Boiler (Gas),DX Cooling,yes,no,yes,169887.0
1008230073,2024,Boiler (Elec),DX Cooling,yes,yes,no,55200.0
1008240015,10/30/24 6:12,Boiler (Gas),DX Cooling,yes,no,no,284930.0
1008240028,2024,Boiler (Gas),Plant,yes,yes,no,499228.0
1008240032,2024,Boiler (Fuel Oil),DX Cooling,yes,yes,no,81527.0
1008250012,2015,Boiler (Gas),DX Cooling,yes,yes,no,337000.0
1008250017,7/22/14,Boiler (Gas),DX Cooling,yes,yes,no,92285.0
1008250031,10/19/15,Boiler (Gas),DX Cooling,yes,yes,yes,704950.0
1008260019,12/15/17,Boiler (Gas),DX Cooling,no,no,no,94075.0
1008260026,2017,Boiler (Gas),DX Cooling,yes,yes,yes,51659.0
1008260046,2016,Boiler (Gas),DX Cooling,yes,yes,no,294000.0
1008260057,2017,Boiler (Fuel Oil),Plant,yes,yes,yes,114806.0
1008260065,2017,Boiler (Fuel Oil),DX Cooling,yes,yes,yes,128965.0
1008260069,2016,Boiler (Fuel Oil),DX Cooling,yes,yes,yes,107473.0
1008270008,1/4/18,Boiler (Gas),DX Cooling,yes,yes,yes,91075.0
1008270028,12/20/13,Boiler (Gas),DX Cooling,yes,no,yes,105667.0
1008270049,12/20/13,Boiler (Gas),DX Cooling,yes,no,no,183168.0
1008270064,12/28/17,Boiler (Gas),DX Cooling,no,no,no,88000.0
1008280009,2018,Boiler (Fuel Oil),DX Cooling,yes,yes,yes,112259.0
1008280033,2018,Boiler (Fuel Oil),DX Cooling,yes,no,no,140906.0
1008280035,12/31/19 14:20,Boiler (Steam),DX Cooling,yes,yes,yes,150888.0
1008280041,2019-12-20 07:55:14,Boiler (Steam),DX Cooling,yes,no,no,404245.0
1008280056,12/20/18,Boiler (Gas),DX Cooling,no,no,no,91000.0
1008290007,10/30/19 11:55,Furnace (Gas),DX Cooling,no,no,no,83050.0
1008290011,2020,Steam Plant (Gas),DX Cooling,yes,yes,yes,54238.0
1008290016,2019,Boiler (Fuel Oil),DX Cooling,yes,yes,yes,106799.0
1008290032,2020,Steam Plant (Gas),DX Cooling,yes,yes,yes,50234.0
1008290036,2022,District Steam,DX Cooling,yes,yes,yes,65247.0
1008290068,2020,Boiler (Gas),DX Cooling,yes,no,no,141830.0
1008300062,2020,Boiler (Gas),DX Cooling,yes,yes,no,110000.0
1008310042,2021-12-30 00:05:25 UTC,Boiler (Gas),DX Cooling,yes,no,no,133300.0
1008320001,2024,Boiler (Fuel Oil),Plant,yes,yes,no,187973.0
1008320017,2022,Boiler (Gas),DX Cooling,yes,yes,yes,188884.0
1008330006,2023,Boiler (Elec),Plant,yes,no,no,120882.0
1008330011,2023,District Steam,Plant,yes,yes,yes,706740.0
1008330018,12/8/23 8:52,Boiler (Gas),DX Cooling,yes,no,no,132844.0
1008330038,2023,Boiler (Gas),Plant,yes,yes,no,75700.0
1008330057,2023,Boiler (Gas),DX Cooling,yes,no,no,113000.0
1008340019,2021,Boiler (Fuel Oil),DX Cooling,no,no,no,61745.0
1008340022,12/17/15,Boiler (Gas),DX Cooling,yes,yes,yes,206388.0
1008340039,,Boiler (Gas),DX Cooling,no,no,no,99922.0
1008340048,,Boiler (Gas),DX Cooling,yes,no,no,179472.0
1008340049,2024,Boiler (Gas),DX Cooling,yes,yes,yes,319200.0
1008340080,12/22/15,Boiler (Gas),DX Cooling,yes,yes,yes,117650.0
1008347501,,Boiler (Gas),DX Cooling,yes,yes,yes,145814.0
1008350041,,District Steam,Plant,yes,no,no,2812739.0
1008360007,2016,Boiler (Gas),DX Cooling,no,no,no,89582.0
1008360010,12/22/16,Boiler (Gas),DX Cooling,yes,no,no,275609.0
1008360020,12/22/16,Boiler (Gas),DX Cooling,yes,yes,yes,193957.0
1008360026,2016,District Steam,Plant,yes,yes,yes,443631.0
1008360033,2016,Boiler (Gas),DX Cooling,yes,no,no,62853.0
1008360035,2017,Boiler (Fuel Oil),DX Cooling,yes,no,no,148709.0
1008360043,2016,Boiler (Fuel Oil),DX Cooling,yes,yes,yes,154340.0
1008367502,,Boiler (Gas),DX Cooling,yes,no,no,80978.0
1008370001,,District Steam,DX Cooling,yes,no,no,100738.0
1008370023,2017,District Steam,DX Cooling,no,no,no,71180.0
1008370036,2017,Boiler (Fuel Oil),DX Cooling,no,no,no,87301.0
1008370048,,District Steam,DX Cooling,yes,no,no,133544.0
1008370056,2017,Boiler (Gas),DX Cooling,yes,yes,yes,59367.0
1008370058,2018,Boiler (Gas),DX Cooling,yes,yes,yes,71534.0
1008380008,2018,Boiler (Elec),DX Cooling,no,no,no,58825.0
1008380012,2018,Boiler (Gas),DX Cooling,yes,yes,yes,75754.0
1008380015,2018,Boiler (Elec),Plant,yes,yes,yes,108875.0
1008380024,10/22/19 14:33,Furnace (Gas),DX Cooling,no,no,no,91221.0
1008380048,2018,Boiler (Fuel Oil),DX Cooling,yes,yes,no,83288.0
1008380062,2018,Boiler (Fuel Oil),DX Cooling,no,no,no,75509.0
1008380072,2018,Boiler (Elec),DX Cooling,yes,no,no,54725.0
1008380076,2018,Boiler (Gas),DX Cooling,yes,yes,no,130625.0
1008390009,2020,Boiler (Gas),Plant,yes,no,no,155943.0
1008390016,,Boiler (Gas),DX Cooling,no,no,no,98270.0
1008390019,2019,Boiler (Fuel Oil),Plant,yes,yes,yes,57698.0
1008390029,9/23/20 6:05,Boiler (Gas),DX Cooling,yes,no,no,129465.0
1008390034,,Boiler (Gas),DX Cooling,no,no,no,82878.0
1008390055,,Boiler (Gas),DX Cooling,yes,no,no,112120.0
1008390060,2020,Boiler (Gas),DX Cooling,no,no,no,65000.0
1008390070,2019,Boiler (Fuel Oil),Plant,yes,yes,yes,66577.0
1008390073,12/13/19 12:46,Boiler (Steam),DX Cooling,yes,no,no,120000.0
1008397501,,Heat Pump,DX Cooling,yes,no,no,582435.0
1008400013,2021,Boiler (Gas),DX Cooling,no,no,no,63412.0
1008400023,2020,Boiler (Fuel Oil),DX Cooling,yes,yes,yes,109172.0
1008400028,2020,Boiler (Elec),Plant,no,no,no,65240.0
1008400031,2022,Boiler (Fuel Oil),Plant,yes,yes,yes,60449.0
1008400042,2024,Boiler (Elec),DX Cooling,yes,no,no,51271.0
1008400058,2020,District Steam,DX Cooling,yes,no,no,51273.0
1008400071,2020,Boiler (Gas),DX Cooling,yes,no,no,157748.0
1008410001,2023,Boiler (Gas),DX Cooling,yes,no,no,255000.0
1008410008,2021-12-30 23:11:49 UTC,Furnace (Gas),DX Cooling,yes,no,no,114421.0
1008410018,2023,Boiler (Fuel Oil),Plant,no,no,no,51000.0
1008410020,,District Steam,DX Cooling,yes,no,no,208528.0
1008410027,2022,District Steam,DX Cooling,no,no,no,79056.0
1008410031,2022,District Steam,Plant,yes,yes,yes,135332.0
1008410049,2021,District Steam,Plant,yes,yes,no,654013.0
1008410054,2021,Boiler (Gas),Plant,yes,yes,yes,121758.0
1008410075,,Boiler (Gas),DX Cooling,no,no,no,91000.0
1008410081,,Boiler (Gas),DX Cooling,no,no,no,99058.0
1008417502,2023-01-30 07:49:42 UTC,Boiler (Gas),DX Cooling,yes,yes,yes,1145415.8
1008420023,12/21/23 14:09,Boiler (Steam),DX Cooling,no,no,no,92433.0
1008420042,2023,Boiler (Fuel Oil),DX Cooling,yes,yes,no,138727.0
1008430020,12/29/23 5:55,Furnace (Gas),DX Cooling,no,no,no,87545.0
1008430045,2024,Boiler (Gas),DX Cooling,yes,yes,yes,272680.0
1008440001,2024,Boiler (Elec),DX Cooling,yes,no,no,103022.0
1008440003,2024,Boiler (Gas),DX Cooling,yes,yes,no,57820.0
1008440042,2024,Boiler (Gas),Plant,yes,yes,no,51838.0
1008460026,2016,Boiler (Fuel Oil),DX Cooling,no,no,no,75799.0
1008460033,12/31/16,Boiler (Gas),DX Cooling,yes,yes,yes,237139.0
1008470001,,Heat Pump,DX Cooling,yes,yes,yes,214700.0
1008470016,2017-12-31,Boiler (Gas),DX Cooling,no,no,no,92418.0
1008470027,,Boiler (Gas),DX Cooling,yes,yes,yes,101724.0
1008470040,2017,Boiler (Fuel Oil),Plant,yes,yes,yes,350000.0
1008470062,12/22/17,Boiler (Gas),DX Cooling,yes,no,no,276481.0
1008480043,1/3/17,Boiler (Gas),DX Cooling,yes,yes,no,111569.0
1008480061,12/5/18,Boiler (Gas),DX Cooling,yes,no,yes,98146.0
1008490016,2019,Boiler (Gas),Plant,yes,yes,yes,342429.0
1008490031,2019,Boiler (Gas),Plant,yes,yes,yes,65600.0
1008490063,2020,Boiler (Gas),DX Cooling,yes,yes,yes,98394.0
1008490070,,Boiler (Gas),DX Cooling,yes,no,no,215740.0
1008500001,2020,Boiler (Fuel Oil),DX Cooling,yes,yes,yes,173159.0
1008500012,12/17/20 7:28,Boiler (Steam),DX Cooling,no,no,no,76389.0
1008500025,2020,Boiler (Gas),DX Cooling,yes,no,no,100000.0
1008510001,,Boiler (Gas),DX Cooling,yes,yes,yes,183449.0
1008510035,,Boiler (Gas),DX Cooling,yes,no,no,168200.0
1008510041,2021,District Steam,DX Cooling,yes,yes,yes,211732.0
1008530002,,Boiler (Gas),Plant,yes,yes,yes,1233394.0
1008547501,2024-12-30 10:56:59,Furnace (Gas),DX Cooling,yes,no,no,1630256.0
1008550016,12/18/15,Boiler (Gas),DX Cooling,yes,yes,yes,185000.0
1008550024,12/15/15,Boiler (Gas),Plant,yes,yes,yes,450727.0
1008550037,2015,District Steam,Plant,yes,yes,yes,562152.0
1008560009,2016,Boiler (Gas),DX Cooling,yes,yes,no,217991.0
1008560024,12/21/16,Boiler (Gas),Plant,yes,yes,yes,1159795.0
1008560058,2017,Boiler (Fuel Oil),DX Cooling,yes,yes,yes,175428.0
1008570024,2017,District Steam,Plant,yes,yes,yes,786069.0
1008570038,12/13/17,Boiler (Gas),DX Cooling,yes,yes,yes,232133.0
1008570062,2017,Boiler (Gas),DX Cooling,yes,yes,yes,58500.0
1008570076,10/30/18,Boiler (Gas),DX Cooling,yes,yes,yes,258639.0
1008580006,2018,Boiler (Gas),DX Cooling,yes,yes,no,58952.0
1008580022,2018,Boiler (Fuel Oil),DX Cooling,yes,no,no,257637.0
1008580049,2018,Boiler (Fuel Oil),DX Cooling,no,no,no,60000.0
1008580078,5/10/21 13:44,Boiler (Steam),DX Cooling,yes,no,no,444716.0
1008590015,2020,Boiler (Fuel Oil),Plant,yes,yes,yes,108290.0
1008590024,2019,Boiler (Elec),DX Cooling,yes,yes,yes,120000.0
1008590039,12/31/19 6:33,Boiler (Steam),DX Cooling,yes,no,no,126784.0
1008590048,2019,Boiler (Gas),Plant,yes,no,no,160709.0
1008590052,2019,Boiler (Gas),Plant,yes,yes,yes,75655.0
1008590064,2019,Boiler (Elec),DX Cooling,yes,yes,yes,234970.0
1008590072,2019,Boiler (Elec),Plant,no,no,no,88560.0
1008600001,2020,Boiler (Gas),DX Cooling,yes,yes,no,614040.0
1008600045,2021,Boiler (Fuel Oil),DX Cooling,yes,yes,yes,172831.0
1008600049,2020,Boiler (Gas),DX Cooling,yes,no,no,150686.0
1008610001,2023,Boiler (Gas),Plant,yes,no,no,160454.0
1008610003,2021,Boiler (Elec),DX Cooling,yes,no,no,60648.0
1008610015,2021,Boiler (Elec),DX Cooling,yes,yes,yes,272000.0
1008610022,2021,Boiler (Gas),Plant,yes,yes,yes,180019.0
1008610044,12/18/23 9:40,Boiler (Steam),DX Cooling,yes,no,no,227053.0
1008610047,2023,Boiler (Gas),DX Cooling,yes,yes,yes,83623.0
1008610049,2021,Boiler (Gas),DX Cooling,yes,yes,yes,85845.0
1008610057,,Boiler (Gas),DX Cooling,yes,yes,yes,119006.0
1008610064,2023,Boiler (Elec),Plant,yes,yes,yes,71871.0
1008610072,2023,Boiler (Elec),DX Cooling,yes,no,no,145500.0
1008610075,2023,Boiler (Gas),DX Cooling,yes,yes,yes,56000.0
1008620013,2022,Boiler (Gas),Plant,yes,yes,yes,57156.0
1008620016,2023,Boiler (Gas),DX Cooling,yes,no,no,98000.0
1008620026,2023,Boiler (Gas),Plant,yes,yes,yes,53934.0
1008620029,2023-03-07 08:03:49,Furnace (Gas),DX Cooling,yes,no,no,852731.0
1008620045,2022,Boiler (Gas),DX Cooling,yes,yes,yes,91554.0
1008630004,12/27/19 8:15,Boiler (Steam),DX Cooling,yes,no,no,107095.0
1008630006,2023,Boiler (Gas),DX Cooling,yes,no,no,127866.0
1008630013,12/17/24 7:50,Furnace (Gas),DX Cooling,yes,no,no,349683.0
1008630027,2024,Boiler (Fuel Oil),DX Cooling,yes,yes,no,113182.0
1008630029,2024,Boiler (Gas),DX Cooling,yes,no,no,139841.0
1008630060,2024,Boiler (Fuel Oil),Plant,yes,no,yes,233484.0
1008630067,2024,District Steam,DX Cooling,yes,yes,no,280956.0
1008640025,5/12/15,Boiler (Gas),DX Cooling,no,no,no,79961.0
1008650014,2015,District Steam,Plant,yes,yes,yes,659245.0
1008650071,12/1/17,Boiler (Gas),Plant,yes,yes,yes,88595.0
1008660001,2016,Boiler (Fuel Oil),Plant,yes,yes,yes,122686.0
1008660076,2016,Boiler (Fuel Oil),DX Cooling,yes,yes,yes,156760.0
1008670001,,Boiler (Gas),DX Cooling,yes,no,no,116598.0
1008670015,10/25/17,Boiler (Gas),DX Cooling,yes,yes,yes,115945.0
1008670018,2017-12-15,Boiler (Gas),DX Cooling,yes,no,no,1403959.0
1008670070,12/29/17,Boiler (Gas),DX Cooling,yes,yes,yes,309346.0
1008680008,2018,Boiler (Gas),DX Cooling,yes,yes,yes,82878.0
1008680010,10/16/19 14:49,Boiler (Steam),DX Cooling,no,no,no,80797.0
1008680012,2018,Boiler (Elec),DX Cooling,no,no,no,59191.0
1008680016,2018,District Steam,Plant,yes,yes,yes,568459.0
1008680025,2018,District Steam,Plant,yes,yes,yes,396239.0
1008680072,2018,Boiler (Gas),DX Cooling,yes,yes,yes,67365.0
1008690016,,Heat Pump,DX Cooling,yes,no,no,217317.0
1008690020,2019,Boiler (Gas),DX Cooling,yes,no,no,104431.0
1008690034,2019,District Steam,Plant,yes,yes,yes,868814.0
1008690054,12/2/20 12:24,Boiler (Steam),DX Cooling,yes,no,no,281263.0
1008690058,,Boiler (Gas),DX Cooling,no,no,no,91212.0
1008690064,2019,Boiler (Elec),DX Cooling,yes,yes,no,89423.0
1008690066,2020,District Steam,DX Cooling,yes,yes,yes,430070.0
1008710003,2021,Boiler (Fuel Oil),Plant,yes,yes,yes,145772.0
1008710060,2021,Boiler (Gas),Plant,yes,yes,yes,102805.0
1008710068,2/28/23 18:44,Boiler (Steam),DX Cooling,yes,no,no,165875.0
1008710070,2021,Boiler (Fuel Oil),Plant,no,no,no,67625.0
1008720013,2024,District Steam,DX Cooling,yes,yes,no,349777.0
1008730067,2023,Boiler (Fuel Oil),DX Cooling,yes,no,no,333340.0
1008737502,,Heat Pump,DX Cooling,no,no,no,91158.0
1008740001,12/31/17,Boiler (Gas),Plant,yes,yes,yes,455451.0
1008740004,,Boiler (Gas),DX Cooling,yes,no,no,142173.0
1008760001,2018,Boiler (Gas),DX Cooling,yes,yes,yes,104048.0
1008760006,2016,Boiler (Gas),DX Cooling,yes,yes,yes,220736.0
1008780001,12/17/21 8:23,Boiler (Gas),DX Cooling,yes,no,no,106453.0
1008780065,2018,Boiler (Fuel Oil),DX Cooling,yes,no,no,220511.0
1008790081,2019,Boiler (Fuel Oil),DX Cooling,yes,yes,yes,356330.0
1008800014,2020,Boiler (Gas),DX Cooling,yes,yes,no,65000.0
1008800084,2020,Boiler (Gas),DX Cooling,yes,yes,no,130000.0
1008810001,2021,Boiler (Gas),DX Cooling,yes,no,no,269231.0
1008810029,2023,Boiler (Elec),DX Cooling,yes,no,no,71043.0
1008820003,,Heat Pump,DX Cooling,no,no,no,89311.0
1008820076,2022,Boiler (Gas),DX Cooling,yes,yes,yes,70217.0
1008820085,2/24/23 7:25,Boiler (Steam),DX Cooling,yes,no,no,209041.0
1008830001,2023,Boiler (Gas),DX Cooling,yes,yes,no,183913.0
1008830088,2024,Boiler (Fuel Oil),DX Cooling,yes,no,no,248566.0
1008860001,2016,Boiler (Fuel Oil),DX Cooling,yes,yes,yes,75588.0
1008870082,12/27/17,Boiler (Gas),DX Cooling,yes,no,no,123243.0
1008870095,2017,District Steam,Plant,yes,yes,yes,449437.0
1008880024,6/28/18,Boiler (Gas),Plant,yes,no,no,119064.0
1008880027,12/29/19 9:38,Boiler (Steam),DX Cooling,yes,no,no,101283.0
1008887503,,District Steam,DX Cooling,yes,no,no,687251.0
1008897501,2021-12-16 12:41:37,Furnace (Gas),DX Cooling,yes,no,no,977745.0
1008930025,,Boiler (Gas),DX Cooling,yes,no,no,179142.0
1008950001,,Boiler (Gas),Plant,yes,no,yes,654168.0
1008950045,12/11/15,Boiler (Gas),Plant,yes,yes,yes,493860.0
1009030047,2024,Boiler (Gas),DX Cooling,yes,no,no,150355.0
1009200012,,Boiler (Gas),Plant,yes,yes,yes,898734.0
1009270055,12/18/17,Boiler (Gas),DX Cooling,yes,yes,no,182258.0
1009400012,2020,Boiler (Elec),Plant,yes,yes,yes,105572.0
1009620001,,District Steam,DX Cooling,yes,no,no,608383.0
1009690001,,Heat Pump,DX Cooling,no,yes,yes,98400.0
1009690005,,Boiler (Gas),DX Cooling,no,no,no,98940.0
1009930001,2023,Boiler (Elec),Plant,no,no,no,71741.0
1009930011,11/19/13,Boiler (Gas),Plant,yes,yes,yes,747576.0
1009930022,2023,Boiler (Fuel Oil),DX Cooling,yes,yes,no,304345.0
1009930029,2020,District Steam,Plant,yes,yes,yes,682914.0
1009930036,,Boiler (Gas),DX Cooling,yes,no,no,174028.0
1009930047,12/29/13,Boiler (Gas),Plant,yes,yes,yes,362850.0
1009930055,2023,District Steam,DX Cooling,yes,no,no,494868.0
1009940001,2024,District Steam,DX Cooling,yes,yes,no,1079378.0
1009940045,,Boiler (Gas),DX Cooling,yes,yes,yes,217855.0
1009947504,2024-02-06 07:33:11,Furnace (Gas),DX Cooling,yes,no,no,181503.0
1009950005,2015,District Steam,Plant,yes,yes,yes,1601977.0
1009950033,2015,District Steam,Plant,yes,yes,no,2212675.0
1009960001,2016,District Steam,Plant,yes,no,no,508344.0
1009960029,2016,Boiler (Gas),Plant,yes,yes,yes,977035.0
1009970029,2017,District Steam,Plant,yes,yes,yes,686838.0
1009970041,2018,District Steam,DX Cooling,yes,yes,yes,426056.0
1009980012,2018,Boiler (Elec),DX Cooling,yes,yes,yes,81698.0
1009980024,2018,Boiler (Gas),DX Cooling,yes,yes,yes,53281.0
1009980029,,District Steam,Plant,yes,yes,yes,912955.0
1009990003,2019,Boiler (Elec),Plant,yes,yes,yes,236119.0
1009990009,2019,Boiler (Fuel Oil),Plant,yes,yes,yes,61160.0
1009990019,2019,District Steam,Plant,yes,yes,yes,577534.0
1009990029,2019,District Steam,DX Cooling,yes,yes,yes,1041308.0
1010000001,,Boiler (Gas),DX Cooling,yes,no,no,88931.0
1010000029,,District Steam,Plant,yes,yes,yes,1984228.0
1010010029,12/27/13,Boiler (Gas),Plant,yes,yes,yes,2636182.0
1010020001,,Boiler (Gas),DX Cooling,yes,no,no,1020000.0
1010030005,2023,District Steam,Plant,yes,yes,yes,751395.0
1010030029,2023,District Steam,Plant,yes,no,no,1962900.0
1010040020,2024,District Steam,Plant,yes,yes,yes,1811610.0
1010040029,2024,District Steam,Plant,yes,no,yes,1708404.0
1010050029,2023,District Steam,Plant,yes,no,no,1482208.0
1010060013,,District Steam,Plant,yes,yes,yes,753137.0
1010070029,2017,District Steam,Plant,yes,yes,yes,1900241.0
1010080019,,District Steam,Plant,yes,no,no,540000.0
1010080037,2018,Boiler (Gas),DX Cooling,yes,yes,yes,87573.0
1010090005,2019,District Steam,DX Cooling,yes,yes,yes,599778.0
1010090050,,Boiler (Gas),DX Cooling,yes,yes,no,90000.0
1010100015,,District Steam,DX Cooling,yes,yes,yes,260703.0
1010100021,2023,District Steam,DX Cooling,yes,no,no,112147.0
1010120015,12/28/23 9:45,Boiler (Gas),DX Cooling,yes,no,no,268420.0
1010120023,2022,Boiler (Gas),DX Cooling,no,no,no,67823.0
1010127501,2022-12-15 14:58:57 UTC,Furnace (Gas),DX Cooling,yes,no,no,1259189.0
1010127502,2023-02-28 15:24:49,Furnace (Gas),DX Cooling,yes,no,no,150338.0
1010130029,2023,District Steam,Plant,yes,yes,no,979677.0
1010130041,,Boiler (Gas),DX Cooling,yes,no,no,232570.0
1010130042,,Boiler (Gas),DX Cooling,yes,yes,yes,235300.0
1010137501,,Boiler (Gas),DX Cooling,yes,no,no,240118.0
1010140033,2024,District Steam,Plant,yes,no,yes,855000.0
1010150029,2017,Boiler (Fuel Oil),Plant,yes,yes,yes,762028.0
