final_rank,bbl,address,total_score,core_score,bonus_score,cost_savings_score,bas_automation_score,ownership_score,complexity_score,energy_star_bonus,prestige_bonus,total_1yr,utility_savings_annual,Has Building Automation,owner_building_count,ownername,Class,LL33 grade,GreenRating,Latest_ENERGY_STAR_Score,energy_star_gap,total_10_year_savings,savings_per_sqft,odcv_rank
511.0,1012790069,"535 5 Ave,  New York,  NY 10017",60.38069705093834,56.38069705093834,4,26.380697050938338,13.0,15,2,3,1,111105.01,111105.01,yes,8.0,Moinian Group,B,D,,53.0,23.0,877293.3135205273,0.6160555922128761,385.0
512.0,1007890062,"240 W 40 St,  New York,  NY 10018",60.33958891867739,57.33958891867739,3,20.33958891867739,17.0,15,5,1,2,58798.58,58798.58,yes,8.0,Sioni Group,B,B,,72.0,13.0,488428.48193599115,0.42881424164411935,579.0
513.0,1007590037,505 Eighth Ave,60.337801608579085,57.337801608579085,3,18.33780160857909,19.0,20,0,0,3,58369.64,58369.64,yes,29.0,GFP Real Estate,B,A,,90.0,,423706.6069074065,0.21868495983695,586.0
514.0,1008290032,"13-15 W 27 St,  New York,  NY 10001",60.257372654155496,59.257372654155496,1,8.257372654155496,28.0,20,3,0,1,21531.77,21531.77,yes,24.0,Kaufman,B,D,,43.0,,176983.12750937746,0.4286294143408847,920.0
515.0,1007120038,404 West 15th Street,60.20554066130474,58.20554066130474,2,30.205540661304738,20.0,3,5,0,2,134304.24,134304.24,yes,1.0,Gdcl Holdings Llc,C,,LEED Gold,81.0,4.0,1463697.6983369216,1.0922418308095183,333.0
516.0,1013607501,866 UN Plaza,60.17605004468275,58.17605004468275,2,37.17605004468275,13.0,8,0,0,2,447780.62,447780.62,yes,1.0,866 United Nations Plaza Condominium,A,,,,,4248362.862693232,1.7718798646696872,97.0
517.0,1008710003,"32 Union Square E,  New York,  NY 10003",60.11974977658624,58.11974977658624,2,14.119749776586238,24.0,20,0,0,2,42236.4,42236.4,yes,29.0,GFP Real Estate,B,B,,75.0,,306595.0335137237,0.2897428861509755,718.0
518.0,1000747501,186 Front Street,60.09919571045576,56.09919571045576,4,31.099195710455763,13.0,8,4,2,2,214810.86,214810.86,yes,2.0,Time Equities,A,,LEED Silver,59.0,18.0,1573996.4820090353,0.2886676270516807,237.0
519.0,1005760046,"60 5 Ave,  New York,  NY 10011",60.083109919571044,59.083109919571044,1,13.083109919571045,21.0,18,7,0,1,33624.32,33624.32,yes,10.0,New York University (NYU),B,N (exempt),,30.0,,278293.99367363605,0.2777629818097708,773.0
520.0,1000130001,"1 Broadway,  New York,  NY 10004",59.93967828418231,56.93967828418231,3,12.439678284182305,26.5,11,7,0,3,35324.46,35324.46,yes,2.0,Rockwood,A,B,,72.0,,256421.09643705885,0.15297868009752674,760.0
521.0,1008887503,101 East 32nd Street,59.92046470062556,58.92046470062556,1,30.92046470062556,17.0,7,4,0,1,211133.13,211133.13,yes,2.0,Somerset Group,B,,,11.0,,1547277.711995979,0.30721400187122316,241.0
522.0,1008510001,175 Fifth Ave,59.8266309204647,57.8266309204647,2,5.826630920464701,30.0,20,2,0,2,18578.1,18578.1,yes,29.0,GFP Real Estate,A,,,85.0,,134858.8703611413,0.101271197989632,953.0
523.0,1004990007,"110 Greene St,  New York,  NY 10012",59.79267202859696,57.79267202859696,2,7.792672028596962,28.0,20,2,0,2,23102.43,23102.43,yes,29.0,SL Green,A,N (exempt),,92.0,-3.0,167701.0895838295,0.11493631904160158,899.0
524.0,1010650012,423 W 55th St,59.773011617515635,58.773011617515635,1,25.77301161751564,17.0,12,4,0,1,111436.59,111436.59,yes,6.0,Winter Organization,B,F,,55.0,,817913.1510510073,0.42300879144238873,383.0
525.0,1012610034,"546 5 Ave,  New York,  NY 10036",59.69839142091153,56.69839142091153,3,22.198391420911527,16.5,11,7,2,1,79843.51,79843.51,yes,2.0,Safra National Bank,B,C,,69.0,16.0,585810.7310011173,0.4350575946470216,482.0
526.0,1012880069,665 Fifth Ave,59.6952636282395,57.6952636282395,2,18.6952636282395,30.0,4,5,0,2,58679.62,58679.62,yes,1.0,Rolex,A,,,,,430550.2749209249,0.37088765848787086,582.0
527.0,1008780065,"120 E 23 St,  New York,  NY 10010",59.58355674709562,57.58355674709562,2,13.58355674709562,19.0,20,5,0,2,40367.98,40367.98,yes,16.0,Williams Equities,B,B,,80.0,,293032.12823491887,0.18306560670442745,727.0
528.0,1008120006,"499 7 Ave,  New York,  NY 10018",59.55361930294906,56.55361930294906,3,20.053619302949063,22.5,9,5,0,3,64607.81,64607.81,yes,3.0,Block Buildings,B,A,,91.0,,477741.3820567094,0.35498796703296703,549.0
529.0,1013180033,"228 E 45 St,  New York,  NY 10017",59.51385165326184,57.51385165326184,2,15.513851653261842,26.0,11,5,0,2,47054.54,47054.54,yes,3.0,Steinberg,B,B,,84.0,,341570.0265238717,0.22616720819795053,672.0
530.0,1008830088,"401 Park Ave S,  New York,  NY 10016",59.48346738159071,58.48346738159071,1,21.483467381590707,19.0,13,5,0,1,74788.32,74788.32,yes,7.0,Himmel + Meringoff,B,C,,63.0,,549465.2316544305,0.3008791226475061,503.0
531.0,1008320017,"1245 Broadway,  New York,  NY 10001",59.40750670241287,56.40750670241287,3,16.407506702412867,30.0,8,2,0,3,49696.16,49696.16,yes,1.0,Corem Property Group,A,B,,83.0,,363927.3505075458,0.2631041274009445,649.0
532.0,1007780043,"330 7 Ave,  New York,  NY 10001",59.40661304736372,57.40661304736372,2,15.406613047363718,17.0,20,5,0,2,46559.5,46559.5,yes,29.0,GFP Real Estate,B,B,,84.0,-29.0,338038.3019149073,0.21447688452396307,676.0
533.0,1000200009,"45 Broadway,  New York,  NY 10006",59.31099195710456,56.31099195710456,3,28.31099195710456,20.0,8,0,0,3,142199.28,142199.28,yes,3.0,Cammeby's,A,B,,81.0,-6.0,1046307.5133948836,0.3602143057986691,320.0
534.0,1000510007,"Trinity Commons,  New York,  NY 10006",59.193029490616624,59.193029490616624,0,16.19302949061662,21.0,17,5,0,0,48858.0,48858.0,yes,10.0,Trinity Church,C,N (exempt),,45.0,,358423.94999893865,0.1737970482461289,657.0
535.0,1006900012,555 W 18th St,59.1313672922252,53.1313672922252,6,27.1313672922252,17.0,4,5,3,3,108942.71,108942.71,yes,1.0,IAC,A,,LEED Certified - Gold,45.0,55.0,938663.5789255934,0.5586805641025642,390.0
536.0,1008710060,"30 Irving Pl,  New York,  NY 10003",59.118856121537085,56.118856121537085,3,13.118856121537087,20.0,20,3,0,3,37956.58,37956.58,yes,10.0,Samco Properties,B,A,,92.0,,278334.1841939329,0.3692094742473615,744.0
537.0,1008400023,"29 W 38 St,  New York,  NY 10018",59.07596067917784,56.07596067917784,3,5.075960679177838,26.0,20,5,0,3,16436.49,16436.49,yes,14.0,ABS Partners,B,A,,96.0,-35.0,119312.87236596833,0.1505559117722493,975.0
538.0,1012627502,44 West 47th Street,58.987488829311886,58.987488829311886,0,25.987488829311886,23.0,8,2,0,0,116871.14,116871.14,yes,1.0,Interchurch Center,C,,,,,857315.0866970116,0.23983455742778048,373.0
539.0,1008620029,37 East 32nd Street,58.9562109025916,54.9562109025916,4,30.9562109025916,19.0,3,2,0,4,213524.29,213524.29,yes,1.0,Haddad Brands,A,B,LEED Certified - Silver,77.0,-4.0,1549977.9064632417,0.25040052490175685,239.0
540.0,1008760001,"251 Park Ave,  New York,  NY 10010",58.90080428954424,54.90080428954424,4,8.900804289544237,28.0,15,3,0,4,25465.91,25465.91,yes,9.0,Feil Organization,A,A,,98.0,,187787.98361507367,0.24475155697370443,867.0
541.0,1000680007,83 Maiden Ln,58.881143878462915,56.881143878462915,2,26.881143878462915,19.0,8,3,1,1,116314.13,116314.13,yes,1.0,AHRC NYC,B,F,,46.0,11.0,922354.5293074095,0.7482414281119332,375.0
542.0,1006460019,"860 Washington St,  New York,  NY 10014",58.73145665773012,55.73145665773012,3,19.231456657730117,22.5,11,3,1,2,55026.27,55026.27,yes,4.0,Meadow Partners,A,D,,48.0,14.0,451352.9881353883,0.45067298399646183,605.0
543.0,1005220001,"610 Broadway,  New York,  NY 10012",58.687220732797144,55.687220732797144,3,9.68722073279714,28.0,11,7,0,3,27439.33,27439.33,yes,2.0,Macklowe Mgmt,A,D,LEED Certified - Gold,46.0,-1.0,201072.5501649819,0.22454443535188218,844.0
544.0,1012850015,444 Madison Ave,58.66934763181412,55.66934763181412,3,29.66934763181412,15.0,8,3,0,3,181935.08,181935.08,yes,1.0,Westbrook Partners,A,B,,81.0,-3.0,1335725.670547054,0.4529286059260218,277.0
545.0,1009947504,1460 Broadway,58.59070598748883,56.59070598748883,2,21.59070598748883,15.0,16,4,0,2,75222.15,75222.15,yes,21.0,City of New York,A,,,98.0,-8.0,551807.1526220255,0.4144402571858316,497.0
546.0,1008000025,"119-125 W 24th St, New York, NY 10011",58.51295799821269,55.51295799821269,3,14.51295799821269,28.0,8,5,0,3,43252.86,43252.86,yes,1.0,China Orient Asset Mgmt,B,C,LEED Gold,66.0,,316908.6144543661,0.330487331519912,709.0
547.0,1000627501,105 Trinity Place,58.49508489722967,57.49508489722967,1,34.49508489722967,13.0,5,5,0,1,332090.54,332090.54,yes,1.0,The Plant at 321 W 44th St,B,,,77.0,,2433484.2264969246,0.19641645970686328,140.0
548.0,1006460001,"40 10 Ave,  New York,  NY 10034",58.44816800714924,56.44816800714924,2,21.948168007149242,24.5,7,3,0,2,57717.35,57717.35,yes,4.0,Aurora Capital,A,D,,14.0,,570350.0218267676,0.3633518417093178,590.0
549.0,1019860065,"3280 Broadway,  New York,  NY 10027",58.26899016979446,57.26899016979446,1,21.26899016979446,15.0,12,9,0,1,63058.75,63058.75,yes,6.0,Columbia University,B,N (exempt),,55.0,,542945.0909053824,0.2970671924097027,557.0
550.0,1006010047,"120 Leroy St,  New York,  NY 10014",58.23413762287757,57.23413762287757,1,22.23413762287757,21.0,11,3,0,1,60598.41,60598.41,yes,2.0,Centaur Properties,B,D,,18.0,,586282.2691529423,0.5135458474576271,570.0
551.0,1007290163,424 West 33rd Street,58.18945487042002,53.18945487042002,5,12.189454870420018,21.0,20,0,2,3,34650.68,34650.68,yes,18.0,Brookfield,A,B,,79.0,19.0,251530.111370129,0.19416496693937016,766.0
552.0,1000110021,80-86 Broad St,58.134048257372655,56.134048257372655,2,30.134048257372655,19.0,7,0,0,2,196323.24,196323.24,yes,2.0,Invesco,B,B,,78.0,,1440866.6202035123,0.5427642033673384,257.0
553.0,1009990003,"1633 Broadway,  New York,  NY 10036",57.943699731903486,53.943699731903486,4,16.943699731903486,22.0,15,0,0,4,52087.38,52087.38,yes,9.0,Paramount Group,A,A,,92.0,,378103.5319473738,0.22059800354905787,629.0
554.0,1005480009,"13 University Pl,  New York,  NY 10003",57.90169794459339,56.90169794459339,1,9.901697944593387,24.0,18,5,0,1,25241.67,25241.67,yes,10.0,New York University (NYU),B,N (exempt),,30.0,,205027.24712160832,0.45707790091264666,869.0
555.0,1008590039,432 Park Ave S,57.87488829311886,55.87488829311886,2,19.874888293118858,17.0,16,3,0,2,64727.71,64727.71,yes,10.0,Samco Properties,B,B,,84.0,,474627.9229014085,0.5105353199141848,547.0
556.0,1012630061,48 W 48th St,57.841376228775694,57.841376228775694,0,22.341376228775694,22.5,13,0,0,0,72469.56,72469.56,yes,8.0,Elo Realty,C,C,,60.0,,601746.4103817297,0.613452181421098,513.0
557.0,1012810059,"18 E 46 St,  New York,  NY 10017",57.76407506702413,55.76407506702413,2,15.764075067024129,30.0,8,2,0,2,40777.14,40777.14,yes,1.0,Klosed Properties,B,C,Energy Star,63.0,,346148.7871896615,0.4686165762618369,723.0
558.0,1007880037,209-219 W 38th St,57.7627345844504,54.7627345844504,3,14.262734584450403,20.5,20,0,0,3,42820.02,42820.02,yes,29.0,GFP Real Estate,B,A,,91.0,,310831.54499337816,0.29605572648390777,713.0
559.0,1008580078,261 Fifth Ave,57.732797140303845,54.732797140303845,3,20.73279714030384,21.0,11,2,0,3,71806.19,71806.19,yes,2.0,Mactaggart Family,B,A,,93.0,,521242.84336597833,0.1614652722186744,518.0
560.0,1012730001,"1400 Ave Of The Americas,  New York,  NY 10019",57.70151921358355,54.70151921358355,3,25.701519213583556,13.0,16,0,0,3,99958.43,99958.43,yes,16.0,Williams Equities,A,B,,76.0,,810580.431509317,0.6302668398519518,411.0
561.0,1010260032,"825 7 Ave,  New York,  NY 10019",57.68096514745308,52.68096514745308,5,2.680965147453083,30.0,18,2,0,5,10034.11,10034.11,yes,36.0,Vornado,B,A,LEED Gold,94.0,,72837.84346512464,0.12741726984126986,1045.0
562.0,1006090007,"154 W 14 St,  New York,  NY 10011",57.57998212689902,55.57998212689902,2,9.579982126899017,28.0,15,3,0,2,27461.02,27461.02,yes,6.0,Abner Properties,C,A,,90.0,,199340.19819920816,0.19608851503813088,843.0
563.0,1012930035,"460 Park Ave,  New York,  NY 10022",57.52100089365505,55.52100089365505,2,23.52100089365505,19.0,8,5,0,2,91565.77,91565.77,yes,1.0,Hahn Kook Center,A,C,,61.0,,672693.537449884,0.36023278320908003,439.0
564.0,1008630067,"149 5 Ave,  New York,  NY 10016",57.51519213583556,54.51519213583556,3,17.015192135835566,24.5,8,5,0,3,52224.32,52224.32,yes,1.0,Prudential,B,B,LEED Certified - Gold,82.0,-2.0,379431.19481929106,0.18588077848488732,628.0
565.0,1007850067,"242 W 36 St,  New York,  NY 10018",57.47944593386953,55.47944593386953,2,16.979445933869528,16.5,20,2,0,2,51594.56,51594.56,yes,24.0,Kaufman,C,A,,91.0,,378502.6996308591,0.3379548952949884,632.0
566.0,1008210041,"100-104 5 Ave,  New York,  NY 10011",57.47676496872207,53.47676496872207,4,13.976764968722073,24.5,11,4,0,4,40803.32,40803.32,yes,3.0,Sovereign Partners,A,A,,89.0,,299382.09221285145,0.21757593208770581,722.0
567.0,1011130051,"16 W 61 St,  New York,  NY 10023",57.472296693476316,56.472296693476316,1,8.972296693476318,24.5,20,3,0,1,25688.52,25688.52,yes,16.0,Williams Equities,B,N (exempt),,45.0,,188234.50813391435,0.22713103448275862,864.0
568.0,1012900003,"693 5 Ave,  New York,  NY 10022",57.44682752457551,55.44682752457551,2,20.446827524575514,22.0,8,5,0,2,68399.97,68399.97,yes,1.0,Fimalac,B,B,,76.0,,501701.0321153246,0.675095194386048,532.0
569.0,1013387503,809 1st Avenue,57.40840035746202,55.40840035746202,2,17.40840035746202,30.0,8,0,0,2,53060.39,53060.39,yes,2.0,Jay Suites,A,,,50.0,,389062.2385170986,0.515219447303517,621.0
570.0,1008490063,"915 Broadway,  New York,  NY 10010",57.36818588025022,54.36818588025022,3,12.368185880250223,20.0,20,2,0,3,32359.94,32359.94,yes,14.0,ABS Partners,B,A,,86.0,,255939.53262016323,0.32888123259548346,787.0
571.0,1013110001,445 Park Ave,57.312779267202856,55.312779267202856,2,30.31277926720286,17.0,8,0,0,2,179788.64,179788.64,yes,2.0,Circle Realty Group,A,C,,68.0,,1467234.9357410946,0.5456291975587773,280.0
572.0,1007860023,"229 W 36 St,  New York,  NY 10018",57.223413762287755,54.223413762287755,3,10.223413762287757,24.0,18,2,0,3,29248.09,29248.09,yes,11.0,Empire State Realty,B,A,,86.0,,212312.581890559,0.2249853076923077,824.0
573.0,1010277503,1745 Broadway,57.20732797140304,56.20732797140304,1,32.20732797140304,15.0,7,2,0,1,215981.7,215981.7,yes,2.0,Yellowstone Real Estate,B,,,96.0,,1752163.2005950327,0.5579581650921097,235.0
574.0,1010100015,125 W 57th St,57.191242180518316,52.191242180518316,5,14.19124218051832,30.0,3,5,3,2,42442.33,42442.33,yes,1.0,Cain International,A,,,56.0,34.0,308089.88428820926,0.16279954584335432,716.0
575.0,1000420031,"78 Maiden Lane,  New York,  NY 10038",57.16443252904379,55.16443252904379,2,24.16443252904379,13.0,11,7,0,2,95394.64,95394.64,yes,3.0,Cannon Hill Capital,B,B,,83.0,,701368.87438714,0.1808069294263701,428.0
576.0,1012870058,16 E 52nd St,57.09383378016086,54.09383378016086,3,25.093833780160857,22.0,4,3,0,3,97216.94,97216.94,yes,1.0,Trigon Equities,B,A,,95.0,,762676.1134226464,1.0704825140944327,420.0
577.0,1019100001,118 10th Ave,56.77211796246649,55.77211796246649,1,24.77211796246649,19.0,3,9,0,1,87863.54,87863.54,yes,1.0,GDSNY,B,,,,,741219.5383290162,0.30757867689787227,450.0
578.0,1000880001,"217 Broadway,  New York,  NY 10007",56.766756032171585,54.766756032171585,2,18.766756032171582,22.0,11,3,0,2,59335.37,59335.37,yes,2.0,Columbus Properties,B,B,,71.0,,435046.86249229545,0.44546742443580234,575.0
579.0,1007840019,14 Penn Plaza,56.7408400357462,52.7408400357462,4,29.740840035746203,13.0,8,2,0,4,185825.64,185825.64,yes,2.0,Circle Realty Group,B,A,LEED Certified - Gold,91.0,,1348912.746434572,0.4027552634887058,272.0
580.0,1012720034,"720 5 Ave,  New York,  NY 10019",56.727435210008935,55.727435210008935,1,14.727435210008936,30.0,8,3,0,1,43744.23,43744.23,yes,1.0,Promenade Real Estate,B,C,,64.0,,320646.6510267206,0.3861193199872895,702.0
581.0,1019107501,125 West 125th Street,56.700625558534405,54.700625558534405,2,24.700625558534405,13.0,15,2,0,2,91568.45,91568.45,yes,18.0,Brookfield,A,,,89.0,,737209.0500626854,0.32176812062731264,438.0
582.0,1008830001,"387 Park Ave S,  New York,  NY 10016",56.69213583556747,52.69213583556747,4,15.192135835567472,24.5,8,5,2,2,44694.13,44694.13,yes,4.0,TF Cornerstone,B,B,,80.0,19.0,328757.65236798406,0.24301778558340084,691.0
583.0,1007870025,225 W 37th St,56.65594280607685,54.65594280607685,2,14.655942806076855,17.0,20,3,0,2,43708.98,43708.98,yes,12.0,Rosen Equities,C,A,,94.0,,319583.9968148383,0.2679839120065235,703.0
584.0,1008060006,151 W 30th St,56.59696157283288,56.59696157283288,0,28.596961572832885,20.0,8,0,0,0,118599.63,118599.63,yes,2.0,Lake Realty,C,D,,16.0,,1130615.5831837629,1.3868544266052365,368.0
585.0,1008670015,232 Madison Ave,56.55585344057194,53.55585344057194,3,22.55585344057194,24.0,5,2,0,3,84022.58,84022.58,yes,1.0,Dashal Madison ,B,A,,85.0,,616560.691033125,0.724676182672819,471.0
586.0,1007670015,245 W 17th St,56.51697944593387,54.51697944593387,2,19.01697944593387,22.5,8,5,0,2,53984.68,53984.68,yes,3.0,Columbia Property Trust,B,B,,81.0,,441868.38442422403,0.4538625415107823,611.0
587.0,1008190056,"18 W 18 St,  New York,  NY 10011",56.51206434316354,53.51206434316354,3,13.512064343163539,28.0,8,4,0,3,40105.86,40105.86,yes,1.0,C.A. White,B,A,,99.0,,291129.39291219687,0.22281033333333333,730.0
588.0,1000380001,118 Front Street,56.48704200178731,53.48704200178731,3,25.48704200178731,15.0,8,5,1,2,108607.5,108607.5,yes,1.0,Andrew Impagliazzo,C,D,LEED Gold,65.0,13.0,790618.3675718565,0.23423750819558992,393.0
589.0,1008410020,25 W 39th St,56.42001787310098,54.42001787310098,2,30.42001787310098,17.0,4,3,0,2,185716.36,185716.36,yes,1.0,Thor Equities,B,B,,71.0,5.0,1469321.6736505346,0.8906063454308294,274.0
590.0,1012600042,"2 W 45 St,  New York,  NY 10036",56.33601429848079,55.33601429848079,1,16.336014298480787,26.0,13,0,0,1,49151.87,49151.87,yes,6.0,Joseph P. Day,B,C,,65.0,,361133.11358041054,0.4096330527543962,654.0
591.0,1000100016,90 Broad St,56.204647006255584,54.204647006255584,2,29.204647006255584,17.0,8,0,0,2,168464.77,168464.77,yes,2.0,Princeton International Properties,B,B,,84.0,,1236654.493502069,0.5013459415222081,297.0
592.0,1008220031,"154-158 5 Ave,  New York,  NY 10118",56.12421805183199,54.12421805183199,2,19.124218051831992,20.0,15,0,0,2,61451.2,61451.2,yes,8.0,Hines,B,B,,76.0,9.0,446075.7243386874,0.3864636592897257,565.0
593.0,1005450026,740 Broadway,56.117068811438784,55.117068811438784,1,11.117068811438784,20.0,20,4,0,1,31973.49,31973.49,yes,29.0,GFP Real Estate,B,,,,,232096.32539943533,0.10091622689627311,792.0
594.0,1010350017,315 West 44th Street,56.090259159964255,53.090259159964255,3,21.090259159964255,26.0,4,2,0,3,73018.27,73018.27,yes,1.0,Namdar Realty Group,B,C,LEED Gold,83.0,,535067.6599017553,0.40336905662878897,510.0
595.0,1008120069,"148 W 37 St,  New York,  NY 10018",56.07730116175156,53.07730116175156,3,6.5773011617515635,24.5,20,2,0,3,20212.23,20212.23,yes,10.0,Adams & Company,B,A,,94.0,,146721.05895003106,0.21537657438782687,931.0
596.0,1008230055,20 W 22nd St,56.04959785522788,54.04959785522788,2,15.549597855227882,18.5,20,0,0,2,47082.86,47082.86,yes,14.0,ABS Partners,C,A,,93.0,,341775.6020783486,0.27714221806259454,671.0
597.0,1013407502,3 Dag Hammarskjold Plaza,55.91063449508489,53.91063449508489,2,19.910634495084896,17.0,15,2,0,2,57309.63,57309.63,yes,21.0,City of New York,A,,,83.0,,476180.9263691123,0.43397646470842133,593.0
598.0,1012620048,"16 W 47 St,  New York,  NY 10036",55.867739052725646,52.867739052725646,3,11.867739052725648,28.0,13,0,1,2,33198.79,33198.79,yes,8.0,Elo Realty,B,B,,72.0,13.0,243219.46995289795,0.2806511852027187,777.0
599.0,1012700049,"20 W 55 St,  New York,  NY 10019",55.84271671134942,54.84271671134942,1,23.842716711349418,20.0,8,3,0,1,74194.36,74194.36,yes,1.0,Passaic Investors,B,D,,28.0,,682031.6884207939,0.9892581333333333,506.0
600.0,1004970018,100 Crosby St,55.828418230563,52.828418230563,3,7.828418230563003,21.0,20,4,0,3,23397.7,23397.7,yes,29.0,GFP Real Estate,B,A,,91.0,,169844.46154606107,0.1910733826579777,896.0
601.0,1008590052,"44 E 30 St,  New York,  NY 10016",55.75692582663092,54.75692582663092,1,7.756925826630921,24.0,20,3,0,1,19513.39,19513.39,yes,18.0,Brookfield,B,C,,68.0,,166823.7292225617,0.2579259797766175,940.0
602.0,1012630038,"590 5 Ave,  New York,  NY 10036",55.733243967828415,51.733243967828415,4,21.233243967828418,20.5,7,3,3,1,68633.53,68633.53,yes,3.0,Fatollah Hematian,B,D,,50.0,25.0,539972.4746903261,0.6764656659340226,530.0
603.0,1007280060,"450 W 31 St,  New York,  NY 10001",55.72654155495979,52.72654155495979,3,13.726541554959786,28.0,8,3,0,3,40668.42,40668.42,yes,1.0,450 West 31st Ownrscp,B,A,,92.0,-7.0,295213.0293502806,0.3389147971599053,724.0
604.0,1009690005,660 First Ave,55.67113494191242,54.67113494191242,1,31.67113494191242,0.0,18,5,0,1,186893.77,186893.77,no,10.0,New York University (NYU),B,,,,,1684725.1826030693,1.888960683242369,270.0
605.0,1008800084,"104 E 25 St,  New York,  NY 10010",55.61617515638963,53.61617515638963,2,10.116175156389634,20.5,20,3,0,2,28646.29,28646.29,yes,16.0,Williams Equities,B,B,,83.0,,209851.14535943637,0.22035607692307693,830.0
606.0,1013180038,216 E 45th St,55.51921358355675,53.51921358355675,2,21.51921358355675,17.0,13,2,0,2,59046.42,59046.42,yes,5.0,Bernstein Real Estate,B,B,,70.0,,549515.1535967467,0.3769898995058292,577.0
607.0,1007670012,249 W 17th St,55.50759606791778,51.50759606791778,4,8.507596067917783,28.0,8,7,0,4,24471.34,24471.34,yes,3.0,Columbia Property Trust,B,A,LEED Certified - Gold,86.0,,179503.23816567365,0.22498657693439247,879.0
608.0,1008020008,"151 W 26 St,  New York,  NY 10001",55.4798927613941,54.4798927613941,1,17.4798927613941,20.0,15,2,0,1,53778.21,53778.21,yes,6.0,Abner Properties,C,B,,70.0,,390377.3071866463,0.3002172153340293,614.0
609.0,1008570062,"72 Madison Ave,  New York,  NY 10016",55.47095621090259,53.47095621090259,2,7.4709562109025915,26.0,15,5,1,1,19871.35,19871.35,yes,8.0,Moinian Group,B,C,,64.0,12.0,165094.26192739815,0.33968119658119655,935.0
610.0,1009400012,"317 E 34 St,  New York,  NY 10016",55.36282394995531,52.36282394995531,3,6.362823949955318,24.0,20,2,0,3,19662.52,19662.52,yes,10.0,Adams & Company,B,A,,85.0,,142730.70096798643,0.18624748986473685,937.0
611.0,1008400031,"15 W 38 St,  New York,  NY 10018",55.360142984807865,51.360142984807865,4,3.3601429848078643,30.0,15,3,0,4,11824.52,11824.52,yes,6.0,Abner Properties,B,,LEED Platinum,41.0,,85834.47229602184,0.19561150722096313,1025.0
612.0,1012890052,"527 Madison Ave,  New York,  NY 10022",55.33869526362824,52.33869526362824,3,19.33869526362824,20.0,11,2,0,3,61900.25,61900.25,yes,4.0,Mitsui Fudosan America,A,B,,76.0,,454498.66722169,0.31270965101945963,563.0
613.0,1008280035,220 Fifth Ave,55.33422698838248,53.33422698838248,2,14.334226988382484,30.0,7,2,0,2,42784.57,42784.57,yes,4.0,Stellar Mgmt,B,B,,72.0,-7.0,311474.50398727704,0.2835518397751975,714.0
614.0,1012610016,"45 W 45 St,  New York,  NY 10036",55.3029490616622,54.3029490616622,1,19.302949061662197,21.0,11,3,0,1,54072.0,54072.0,yes,3.0,AFIAA,B,C,,59.0,,453728.67125581525,0.4963967354882538,608.0
615.0,1005970055,"333 Hudson St,  New York,  NY 10013",55.19571045576407,54.19571045576407,1,19.195710455764075,17.0,15,3,0,1,57305.32,57305.32,yes,8.0,Hines,B,C,,61.0,,448832.6163530593,0.5658108214849921,594.0
616.0,1008897501,101 East 33rd Street,54.99106344950849,52.99106344950849,2,29.99106344950849,17.0,1,5,0,2,192211.41,192211.41,yes,,,A,,,94.0,,1395267.2029498273,0.19658644125001917,261.0
617.0,1008030004,307 Seventh Ave,54.93833780160858,53.93833780160858,1,10.93833780160858,30.0,13,0,0,1,31622.7,31622.7,yes,5.0,Bernstein Real Estate,C,B,,83.0,,229549.93243492418,0.16002418881444447,796.0
618.0,1000240036,50 Broad St,54.91510277033065,51.91510277033065,3,24.915102770330652,19.0,8,0,0,3,102303.42,102303.42,yes,1.0,50 Broad Street Co,B,A,,92.0,,750672.7888475609,0.4967632320093231,406.0
619.0,1012830001,579 Fifth Ave,54.9142091152815,51.9142091152815,3,23.9142091152815,13.0,12,3,0,3,91094.73,91094.73,yes,5.0,Stawski Partners,B,A,,89.0,,682553.3787806731,0.6968957655969092,440.0
620.0,1013377501,304 East 45th Street,54.911528150134046,53.911528150134046,1,20.91152815013405,13.0,20,0,0,1,71876.59,71876.59,yes,29.0,GFP Real Estate,B,,,27.0,,526871.6554474733,0.2782797176805826,517.0
621.0,1019310021,215 W 125th St,54.87846291331546,53.87846291331546,1,23.87846291331546,17.0,8,5,0,1,77410.6,77410.6,yes,2.0,DWS Group,B,D,,31.0,,682425.3088536104,0.4531148846003009,494.0
622.0,1000460001,"2 Wall St,  New York,  NY 10005",54.87667560321716,50.87667560321716,4,21.87667560321716,20.0,6,3,3,1,77572.66,77572.66,yes,1.0,Fieldstone Capital,B,N (exempt),,57.0,41.0,569030.5990400668,0.4479851465993682,493.0
623.0,1007670054,218 W 18th St,54.87578194816801,52.87578194816801,2,20.875781948168008,24.0,8,0,0,2,61894.56,61894.56,yes,4.0,Meadow Partners,B,C,LEED Certified - Gold,58.0,,524958.6738874781,0.3701606363255786,564.0
624.0,1013060023,575 Lexington Ave,54.847184986595174,50.847184986595174,4,28.847184986595174,15.0,5,2,1,3,161375.1,161375.1,yes,1.0,TPG Angelo Gordon,A,B,,77.0,13.0,1171425.6942537837,0.25824850411997124,306.0
625.0,1004830017,524 Broadway,54.839142091152816,50.839142091152816,4,19.839142091152816,21.0,7,3,2,2,57044.83,57044.83,yes,3.0,Northwood Investors,A,D,,38.0,17.0,474468.9084589011,0.3971457911262419,597.0
